Year,Month,Day,Period,1,2,3
2020,1,4,2,12969.220500000001,14822.506468499296,8782.168614046543
2020,1,4,3,12269.219599999999,14057.759316842265,7825.982967662062
2020,1,4,4,11708.395899999996,13260.587154579533,7278.106360891756
2020,1,4,5,11360.8923,12699.707572879273,7165.335924611567
2020,1,4,6,11329.7772,12569.87440714171,7443.098017556905
2020,1,4,7,11478.8071,12748.08603591288,7822.150668628892
2020,1,4,8,11844.207499999999,12998.96812355624,8702.214627271122
2020,1,4,9,12250.5504,13594.321061836012,9999.339181604324
2020,1,4,10,11960.2643,13695.104446963698,12032.136361832097
2020,1,4,11,13206.254,15052.63387416094,13586.870796795332
2020,1,4,12,14392.79640000001,17012.843120735142,13163.438953696192
2020,1,4,13,16077.4755,17317.125865956747,12072.108263380842
2020,1,4,14,18275.226300000002,17997.21061973743,11180.151405589893
2020,1,4,15,20453.8082,18292.222445063508,10455.406035254093
2020,1,4,16,22051.3241,18455.099723714266,9863.60979903086
2020,1,4,17,23086.8856,18416.742862707844,9047.714635504522
2020,1,4,18,23490.447800000005,17943.26752371314,8736.682338221817
2020,1,4,19,23392.089300000003,17286.734943667336,8736.55675747315
2020,1,4,20,21440.2251,16327.239798255603,8861.454676286561
2020,1,4,21,18646.3202,15602.299252314619,9370.06764693544
2020,1,4,22,17477.5506,15909.287927083331,10127.541541862613
2020,1,4,23,15832.234899999996,15587.634185952214,10260.931640315735
2020,1,4,24,14645.142200000006,15266.877716213823,9986.8009412872
2020,1,5,1,13385.758199999997,14449.088090769548,9431.735681215456
2020,1,5,2,12670.7504,13882.395966047547,8693.69781258227
2020,1,5,3,11947.443,13169.400307916167,7570.317940601771
2020,1,5,4,11361.026700000002,12333.228897160752,7429.705224822574
2020,1,5,5,11265.190900000001,12159.471541593359,7108.471730694131
2020,1,5,6,11151.372900000002,12034.687929769227,7376.860118100504
2020,1,5,7,11301.934199999998,12168.92452425899,7950.489155308716
2020,1,5,8,11654.2644,12483.164134600001,8953.495505407152
2020,1,5,9,12187.7134,13149.3026340819,9930.08535188946
2020,1,5,10,12289.200199999997,13584.34471459105,12003.231611735113
2020,1,5,11,13510.3877,14983.365880579528,13504.590904611592
2020,1,5,12,14780.039200000007,17084.146750650212,13389.78403510221
2020,1,5,13,16562.765300000006,17555.03285055485,12002.045747815593
2020,1,5,14,18562.1722,18474.49616607545,10795.272538538891
2020,1,5,15,20985.774100000002,19004.77076044557,10158.475826915528
2020,1,5,16,22913.487,19096.274495269732,9696.67007432864
2020,1,5,17,23909.587700000007,18943.15414404276,9080.60080758402
2020,1,5,18,23852.7694,18283.851562909236,8773.369137372396
2020,1,5,19,22397.373200000005,17340.446851776516,8671.541153290642
2020,1,5,20,20928.8309,16523.483866366,8959.270670871072
2020,1,5,21,18940.2133,15782.883384403145,9289.312866886996
2020,1,5,22,17725.980300000003,16262.929884540485,10087.670848932548
2020,1,5,23,16177.524099999999,15922.1430025482,10294.164278842523
2020,1,5,24,14959.9994,15514.76417040125,10169.8654555316
2020,1,6,1,13922.4548,15022.421453329982,9575.744576420848
2020,1,6,2,13022.405100000002,14285.069505392956,8769.997600567714
2020,1,6,3,12210.0835,13536.033468640931,7899.971462743654
2020,1,6,4,11580.9801,12761.233602381053,7668.056106784501
2020,1,6,5,9688.827499999998,11226.057347094424,7648.647831611203
2020,1,6,6,9567.616400000004,11158.488333925698,8160.56121926817
2020,1,6,7,9623.4904,11271.08581853903,8564.785064324462
2020,1,6,8,9861.8041,11534.226262855338,9226.193959093036
2020,1,6,9,10274.7567,12059.027012556027,10470.644124648968
2020,1,6,10,10075.3335,12071.728851551032,12427.445892383585
2020,1,6,11,10817.097000000002,13109.772430532335,13472.252941859811
2020,1,6,12,11537.934300000003,14966.241251678612,13927.872857516684
2020,1,6,13,12372.760900000001,15002.3815474315,13183.021354274897
2020,1,6,14,13052.5977,15268.987986782231,11384.29955861671
2020,1,6,15,14233.2248,15116.86244570482,10190.16031270456
2020,1,6,16,15573.172700000005,14885.73806687021,9270.198106692053
2020,1,6,17,16801.993899999998,14690.855865965976,8510.107756293666
2020,1,6,18,17268.5244,14505.91147701061,8270.544320829973
2020,1,6,19,17342.794600000005,14281.024442721206,8454.859307648954
2020,1,6,20,16855.4667,14034.85784483149,8773.283660181563
2020,1,6,21,15583.3943,13841.371446247722,9172.46067203472
2020,1,6,22,15018.186000000005,14293.644066201681,9963.63683604132
2020,1,6,23,13945.178699999999,14232.19104540319,10310.785803319652
2020,1,6,24,13079.6416,14175.727163799926,10428.858305571044
2020,1,7,1,12279.805800000002,13846.916269673973,9812.501789731929
2020,1,7,2,11533.5574,13369.426060974583,9053.978576875128
2020,1,7,3,10862.096400000002,12613.125873664016,7995.852826253283
2020,1,7,4,10243.552799999998,11670.90775194452,7672.7192440334375
2020,1,7,5,9271.788,10706.6101222448,7727.559418416002
2020,1,7,6,9184.358100000001,10646.984993620354,8114.549917246797
2020,1,7,7,9237.253500000004,10668.17708464753,8571.69751847088
2020,1,7,8,9458.3974,10914.18441850148,9404.102316536371
2020,1,7,9,9846.975100000001,11471.440270976605,10557.353491821992
2020,1,7,10,10356.4257,12058.427163461723,12173.502805718404
2020,1,7,11,10958.674399999998,12835.957334327852,13204.15686397738
2020,1,7,12,9669.1703,12786.39658462011,13341.43471586383
2020,1,7,13,10486.875,13015.276625818566,12306.76489339376
2020,1,7,14,11942.949000000002,14213.313620058454,10841.636757567408
2020,1,7,15,12608.449,14181.322428860083,9624.306754820169
2020,1,7,16,13339.323900000001,14039.339597212675,8875.674557366963
2020,1,7,17,13858.947,13899.7344724141,8317.500726604425
2020,1,7,18,14228.3061,13707.571478727787,8118.21211424207
2020,1,7,19,14251.3767,13329.258474666283,8237.282215796682
2020,1,7,20,13812.741600000001,12983.68330468238,8827.612561751686
2020,1,7,21,12971.878400000007,12804.794229971607,9264.16029191232
2020,1,7,22,13056.7351,13800.53062865136,9879.989611532814
2020,1,7,23,12436.849699999997,13854.907820309894,9949.313323769891
2020,1,7,24,11887.717900000003,13726.194552991936,9889.058301963372
2020,1,8,1,11338.1434,13246.633056188966,9323.951777773624
2020,1,8,2,10703.858800000002,12722.580985677701,8642.032885066152
2020,1,8,3,10082.721300000001,11994.96023701118,7314.41563456318
2020,1,8,4,9532.179,11105.93429194067,7093.1722508994035
2020,1,8,5,11389.839700000004,12122.049865039233,6880.397116068403
2020,1,8,6,11258.2229,11931.600801783256,7089.727046302982
2020,1,8,7,11346.582799999998,12035.459070195444,7328.803244696881
2020,1,8,8,11642.947999999999,12343.220202234894,8196.612807915752
2020,1,8,9,12158.921799999998,12933.128000811294,9435.452019581748
2020,1,8,10,12299.336000000001,13002.354404552418,11674.799621939737
2020,1,8,11,13497.9044,14470.310989400867,13322.606450477426
2020,1,8,12,14730.634399999999,16785.66489225087,13154.867160260943
2020,1,8,13,16606.68040000001,17149.903957063692,11692.068195457057
2020,1,8,14,18424.9292,17864.399716822478,10850.339253469929
2020,1,8,15,20063.6982,18322.2045119502,10310.57617342466
2020,1,8,16,21179.8221,18540.85354124117,10359.235425150546
2020,1,8,17,21731.7999,18530.888122467924,10004.65734566442
2020,1,8,18,21516.15,17951.20157380227,10254.768397236021
2020,1,8,19,20522.42470000001,17216.872162123258,10670.965517539684
2020,1,8,20,19376.2648,16453.539706329808,11135.384061108785
2020,1,8,21,17787.157700000003,15857.755228611712,11276.42075631176
2020,1,8,22,17226.366700000002,16303.93229726682,11306.99381363802
2020,1,8,23,15968.297999999995,15920.564032045158,11004.892324806942
2020,1,8,24,15008.011100000002,15426.958686888644,10416.979636628565
2020,1,9,1,14132.049600000006,14838.579188006312,9419.657482662098
2020,1,9,2,13317.9032,14140.52489348937,8506.5117439879
2020,1,9,3,12569.815900000001,13205.267102926158,7089.886230877819
2020,1,9,4,11927.677999999994,12185.487443765152,6361.190631722766
2020,1,9,5,11627.3592,11774.485542726128,6064.79979006475
2020,1,9,6,11553.0427,11595.276199674428,6212.274279345956
2020,1,9,7,11711.2564,11622.2131147624,6380.899217138024
2020,1,9,8,12051.983800000002,11860.321708883252,7127.011386970293
2020,1,9,9,12625.0738,12429.431811796981,8074.762687136076
2020,1,9,10,12485.218999999996,12600.110884646909,9779.691167250345
2020,1,9,11,13712.5657,13992.332657511775,11371.759033876218
2020,1,9,12,15145.529000000004,16257.655669873366,11575.653211246932
2020,1,9,13,16755.8441,16686.663639848233,10981.59177479752
2020,1,9,14,18368.924,17542.605624935717,10557.96338939992
2020,1,9,15,20169.257800000007,18123.42050582697,10185.757229151986
2020,1,9,16,21627.710900000002,18355.352500978825,10134.11912502901
2020,1,9,17,22213.35849999999,18152.946713129026,9709.928860676746
2020,1,9,18,21973.7805,17546.859013695506,9395.67849790742
2020,1,9,19,20868.72690000001,16666.587824192506,9244.60637200778
2020,1,9,20,19448.138300000002,15758.082125172832,9504.957056221469
2020,1,9,21,17734.9544,15143.96644409567,10033.120594904038
2020,1,9,22,17298.635499999997,15499.369856655112,10545.62508851456
2020,1,9,23,16116.294799999996,15239.755343362325,10519.514514221457
2020,1,9,24,15128.929100000001,14826.53921894552,10152.895388542922
2020,1,10,1,14207.517899999995,14324.445167604994,9356.862063409708
2020,1,10,2,13340.056199999995,13725.7057368916,8286.857851450946
2020,1,10,3,12507.628400000007,13009.293226655,6943.192644376773
2020,1,10,4,11821.028400000001,12167.991127533145,6231.197229556314
2020,1,10,5,11559.044599999997,11880.577760838853,5832.920316023855
2020,1,10,6,11404.0472,11752.949981305674,5830.014676734817
2020,1,10,7,11487.975900000001,11814.928291298063,5958.439166472104
2020,1,10,8,11798.1674,12078.192123996052,6433.602497153449
2020,1,10,9,12338.497800000001,12659.227785634721,7319.274273977331
2020,1,10,10,12365.722400000006,12693.050469695892,9056.518598123948
2020,1,10,11,13585.225200000004,14010.03336263277,10474.943469280932
2020,1,10,12,14975.307799999999,16346.491388087436,10887.061435250176
2020,1,10,13,16881.441199999997,17062.65026358976,10730.395828172248
2020,1,10,14,18730.8489,17663.89228328128,10440.372648358756
2020,1,10,15,20346.247600000002,17945.129362798052,10105.739694445316
2020,1,10,16,21621.6722,18038.071240050005,9920.24749544266
2020,1,10,17,22293.577,17938.984471291154,9473.527739912131
2020,1,10,18,22132.841500000002,17382.35738908486,9470.790057542108
2020,1,10,19,21285.836600000002,16550.61732907987,9255.656748856232
2020,1,10,20,19966.9386,15785.849235479844,9207.564600432586
2020,1,10,21,18236.2111,15128.55590351768,9344.18196941558
2020,1,10,22,17455.2091,15524.011084926002,10122.49646533104
2020,1,10,23,15987.4644,15272.165746542192,10240.587359057916
2020,1,10,24,14917.378100000002,14980.444565533078,10097.77787930554
2020,1,11,1,13952.094499999996,14446.501191839518,9335.676544915765
2020,1,11,2,13129.484999999999,13960.258618663098,8467.98606172591
2020,1,11,3,12364.5821,13271.266674127002,7131.339466801829
2020,1,11,4,11780.865700000002,12439.61201248694,6412.968144081592
2020,1,11,5,11450.651900000004,12041.416023523188,6245.7101450861255
2020,1,11,6,11364.901,12029.457621935673,6242.043093263088
2020,1,11,7,11495.7984,12177.88777455683,6691.597521530774
2020,1,11,8,11806.0789,12529.862246666642,7089.543787942527
2020,1,11,9,12338.8842,13199.996491150852,8097.526647750128
2020,1,11,10,12156.284500000002,13317.50041318999,9884.538475594418
2020,1,11,11,13276.070400000004,14645.90940670134,11532.607595792142
2020,1,11,12,14568.270499999999,16681.315601828035,11375.542373354077
2020,1,11,13,16165.080000000002,16817.241232817694,10660.814701370273
2020,1,11,14,17844.179799999987,17289.394927481128,10311.005200726278
2020,1,11,15,19630.6315,17442.20830933585,10035.100729323254
2020,1,11,16,20957.2509,17407.88620344886,9976.307115860269
2020,1,11,17,21616.545700000002,17430.50930759728,9640.082752034268
2020,1,11,18,21491.9988,16777.481551195346,9458.9413181533
2020,1,11,19,20997.128200000003,16172.014905519438,9662.81434290574
2020,1,11,20,19873.2644,15492.414077424308,10140.646017378414
2020,1,11,21,18024.762700000003,14819.133598119524,10456.095828396274
2020,1,11,22,16937.894799999995,15123.90190299216,10724.726867998108
2020,1,11,23,15553.187900000004,14889.35104613609,10738.876315549913
2020,1,11,24,14540.107600000001,14661.25738702291,10315.5382267163
2020,1,12,1,13656.563300000009,14240.247564227691,9339.636197822872
2020,1,12,2,12925.173600000002,13746.91972936875,8246.91106345794
2020,1,12,3,12250.962699999998,13039.297714763714,7027.157475189446
2020,1,12,4,11630.152099999998,12232.523537982612,6525.2921749323
2020,1,12,5,11571.953799999996,12132.388290028735,6300.035753632781
2020,1,12,6,11446.014700000005,12135.273364654005,6374.18077362084
2020,1,12,7,11563.1826,12345.199091416382,6778.703234256254
2020,1,12,8,11842.1935,12733.91919011491,7213.916896853326
2020,1,12,9,12381.987500000005,13489.738854070087,8318.01136569947
2020,1,12,10,12352.078099999997,13582.117559628954,10587.9108840317
2020,1,12,11,13552.044399999999,15136.72443912331,12066.170377688772
2020,1,12,12,15055.029799999998,17388.91209951999,12080.685023781025
2020,1,12,13,16669.7957,17733.801874199246,11276.8846415026
2020,1,12,14,18491.2574,18451.78244035123,10420.585179543514
2020,1,12,15,20356.864700000002,18738.52272912641,9987.492364748176
2020,1,12,16,21751.219500000003,18897.96508121609,9886.394598506506
2020,1,12,17,22509.583400000003,18857.38728726024,9496.825203989238
2020,1,12,18,22454.5291,18216.3345481906,9421.11598724067
2020,1,12,19,21665.9405,17400.59083416257,9836.427078614613
2020,1,12,20,20471.0132,16463.12412655296,10120.767460208504
2020,1,12,21,18564.161,15601.588329264034,10466.401200613924
2020,1,12,22,17530.6058,15909.492116236957,10682.79551380872
2020,1,12,23,16110.543999999998,15623.478838124403,10528.79454352458
2020,1,12,24,14987.9792,15256.070210137399,10098.240794847628
2020,1,13,1,14037.678799999998,14807.167633632474,9210.779502070793
2020,1,13,2,13261.015399999998,14262.937173856853,8236.216943667443
2020,1,13,3,12484.665700000001,13568.210606909643,6982.881737264117
2020,1,13,4,11867.864800000005,12784.572334175202,6514.075552708553
2020,1,13,5,10014.7255,11343.0599454477,6266.730178818347
2020,1,13,6,9961.8044,11311.918782915323,6695.14008621243
2020,1,13,7,10041.9454,11510.151366266518,7072.350522629521
2020,1,13,8,10288.4703,11776.375889860317,7713.823018920649
2020,1,13,9,10719.9253,12335.975234246136,8712.350169924552
2020,1,13,10,10217.6807,12118.824893146208,10286.337860477744
2020,1,13,11,10975.452000000001,12968.967239263402,11487.357353303141
2020,1,13,12,11969.783500000001,14790.00047773486,11676.15123816802
2020,1,13,13,12653.322599999994,14810.144056860288,10680.60814600232
2020,1,13,14,13465.272999999996,15076.980745911625,9689.796735824506
2020,1,13,15,14686.896300000002,15010.886013893167,8990.709863543238
2020,1,13,16,15895.8443,14745.70621097696,8771.837428750556
2020,1,13,17,16863.656600000006,14643.94825901444,8602.65851184511
2020,1,13,18,17595.630499999996,14453.326158711003,8516.85558711653
2020,1,13,19,17738.740799999992,14219.807997586919,8927.64358852413
2020,1,13,20,17252.1699,14089.52897086576,9492.68358357175
2020,1,13,21,16072.585500000005,13851.09474438697,9786.046507227724
2020,1,13,22,15568.549199999998,14300.898603359215,9988.640566019982
2020,1,13,23,14534.555199999997,14150.672405606829,10071.726762325254
2020,1,13,24,13627.758399999999,13892.580955379017,9848.176658514612
2020,1,14,1,12764.9565,13372.515641467204,9210.852750458062
2020,1,14,2,11986.678500000002,12701.38664389018,8306.195527967177
2020,1,14,3,11260.2037,12093.72705000476,7068.256619939668
2020,1,14,4,10522.9595,11122.9138771863,6493.654768091222
2020,1,14,5,9434.5511,10198.585298781323,6465.722201997688
2020,1,14,6,9265.7664,10114.617003454818,6726.35399255034
2020,1,14,7,9329.0082,10279.249058376608,7187.30955339242
2020,1,14,8,9462.729700000002,10474.351800526569,7966.235670456323
2020,1,14,9,9839.0711,11057.64073277342,9202.700807537998
2020,1,14,10,10355.044500000002,11651.295923746331,10875.061828101161
2020,1,14,11,11037.610200000001,12449.078556630644,11406.83385436702
2020,1,14,12,9708.35,12626.326976873019,11260.251188598344
2020,1,14,13,10544.953,12833.761003977957,10313.79982078614
2020,1,14,14,12283.502800000002,14200.64652736119,9267.128513833657
2020,1,14,15,13583.8212,14191.19943311564,8701.273341086975
2020,1,14,16,14821.7427,13941.60968254928,8459.224932231924
2020,1,14,17,15743.145299999998,13743.070642646373,8256.427146920472
2020,1,14,18,16448.072500000002,13410.81733161505,8315.71353815725
2020,1,14,19,16112.6129,13039.179772202748,8645.642397118774
2020,1,14,20,15510.503499999999,12657.72995346183,9249.333642376429
2020,1,14,21,14365.758399999999,12496.632878893632,9435.393279289268
2020,1,14,22,13841.733700000004,13353.111825176684,9888.576411563372
2020,1,14,23,12814.121300000006,13315.668020889774,9890.728042031718
2020,1,14,24,11987.9977,13229.315585681066,9677.583939908089
2020,1,15,1,11217.688899999997,12866.305709652177,8914.15803778073
2020,1,15,2,10560.0637,12322.448159053665,8103.38480960519
2020,1,15,3,9955.219500000001,11644.343310313454,6792.651764070659
2020,1,15,4,9434.9755,10724.525554081465,6538.106442251737
2020,1,15,5,11302.840900000001,11893.53379995786,6390.927067742741
2020,1,15,6,11208.616300000002,11789.33790358573,6640.189560204613
2020,1,15,7,11379.5196,11933.302442221311,6934.370659286386
2020,1,15,8,11718.379,12287.78365726238,7562.464495190776
2020,1,15,9,12287.666800000005,12954.098079937115,8634.175411551054
2020,1,15,10,12309.9104,13053.958011935683,10644.098407213662
2020,1,15,11,13523.177200000006,14519.470746390962,12051.100924158032
2020,1,15,12,14898.403700000004,16877.38374917543,12306.25837141955
2020,1,15,13,16613.1641,17404.25959700216,12135.533478661271
2020,1,15,14,18428.291800000003,17989.490530018968,11500.92340928055
2020,1,15,15,20504.712400000004,18278.47645535968,11030.131855878677
2020,1,15,16,22202.809,18379.56287282691,10325.186792230606
2020,1,15,17,23084.9805,18129.373002098942,9339.126701176052
2020,1,15,18,22991.879500000003,17439.412158036805,8614.393700875311
2020,1,15,19,22331.8237,16570.441058759192,8399.619301195713
2020,1,15,20,20830.265300000006,15771.502169570667,8583.056502690351
2020,1,15,21,18726.9452,15152.411896135012,9044.032300697892
2020,1,15,22,17752.5881,15583.952400147002,9937.505182405277
2020,1,15,23,16208.4652,15182.068092481843,10021.2160853543
2020,1,15,24,15004.443199999998,14742.141508076707,9915.163430889337
2020,1,16,1,13913.939600000002,14234.282220069788,9142.052665422636
2020,1,16,2,13014.007600000004,13642.547027078364,8288.394181858024
2020,1,16,3,12226.9464,12974.078066662729,7179.877084776774
2020,1,16,4,11665.895899999996,12155.652137660045,6371.643591233237
2020,1,16,5,11424.8914,11773.479480108885,6035.87787663972
2020,1,16,6,11289.558799999992,11659.43087506692,6288.782463157313
2020,1,16,7,11389.5378,11826.546120178364,6500.849782419976
2020,1,16,8,11688.6068,12148.86455062456,7036.404663605482
2020,1,16,9,12267.6769,12797.044820426432,7969.56551105075
2020,1,16,10,12309.097500000002,12975.087273476302,9699.46834206192
2020,1,16,11,13519.934500000001,14413.029703895574,11132.206141701865
2020,1,16,12,14852.9608,16779.595086330886,11454.437326791513
2020,1,16,13,16569.423099999996,17313.84191177579,11345.33032545782
2020,1,16,14,18237.7933,17880.179493504864,11059.960122217302
2020,1,16,15,19839.523,18114.038054022745,10526.330057390533
2020,1,16,16,21104.189600000005,18334.42593637028,9857.93268763917
2020,1,16,17,22026.0277,18222.11681556954,9035.736802289028
2020,1,16,18,22220.938500000004,17646.826987953868,8541.135091915337
2020,1,16,19,21447.202100000002,16947.59260341124,8457.653674466941
2020,1,16,20,20093.3364,16221.069103599126,8686.686023206017
2020,1,16,21,18125.157300000003,15586.88684271845,9036.23265558288
2020,1,16,22,17344.2358,15825.378323603041,9948.141843455005
2020,1,16,23,16038.7106,15482.007512733871,10173.73706950438
2020,1,16,24,14931.3965,15025.74311228048,10041.064208357706
2020,1,17,1,13971.421599999996,14486.785687548232,9258.036859348145
2020,1,17,2,13125.745299999999,13896.696494092444,8410.187643055548
2020,1,17,3,12339.396700000001,13219.33683250678,7243.64824023503
2020,1,17,4,11752.216699999995,12359.108982807067,6928.724178198772
2020,1,17,5,11503.335300000006,12067.25952238356,6886.466311675945
2020,1,17,6,11360.901099999995,12021.358084049272,7112.998357718665
2020,1,17,7,11502.881800000005,12085.758346483131,7507.212030152293
2020,1,17,8,11794.823500000006,12298.744690245216,8190.255034951064
2020,1,17,9,12334.4056,12912.936277641928,9306.92760407087
2020,1,17,10,12345.142200000002,12987.147414671,11319.414839411056
2020,1,17,11,13568.040800000002,14332.414345855534,12826.986758940453
2020,1,17,12,14961.1294,16573.13126132688,12638.554734333311
2020,1,17,13,16652.981699999997,17204.17089302603,11814.788751346185
2020,1,17,14,18511.8387,18292.02496445989,10864.813237457129
2020,1,17,15,20523.9788,18709.07131020545,10082.566552245553
2020,1,17,16,22070.592400000005,18819.54635462872,9779.772245862969
2020,1,17,17,22888.513800000004,18645.096669112267,9024.072855080083
2020,1,17,18,23072.577100000002,17984.805542698476,8641.85907097843
2020,1,17,19,22216.0504,17090.51876298336,8565.960750113853
2020,1,17,20,20914.2205,16309.968200913048,8830.76565051638
2020,1,17,21,19067.0454,15629.400285979464,9181.331774545124
2020,1,17,22,17810.7955,15885.940974859748,9925.024069790228
2020,1,17,23,16263.371400000002,15429.318007883849,10169.792568184612
2020,1,17,24,15045.558099999998,15007.02079005375,10077.019805497004
2020,1,18,1,14007.6449,14495.657827784404,9435.589864522
2020,1,18,2,13130.5938,13852.056210868283,8717.81180740542
2020,1,18,3,12332.005700000002,13271.799863753578,8124.537338508184
2020,1,18,4,11737.736799999991,12285.23344926272,7704.313080079162
2020,1,18,5,11369.396,11808.052731307462,7763.006514294448
2020,1,18,6,11249.5219,11723.950996196982,8197.03504394906
2020,1,18,7,11367.403100000001,11889.815488855302,8894.414103577668
2020,1,18,8,11661.1026,12208.35808856062,10364.582080518785
2020,1,18,9,12167.676500000007,12842.86685585259,11274.493165514345
2020,1,18,10,12106.7295,12914.688132105752,13161.731582973764
2020,1,18,11,13211.771200000001,14255.58576882874,15583.408468542522
2020,1,18,12,14415.074399999998,16428.674334979885,15159.890401038494
2020,1,18,13,15976.1326,16963.87058829122,13706.025936342317
2020,1,18,14,17582.6072,17578.061509910036,12257.690830678912
2020,1,18,15,19281.578700000002,17848.952543609656,10753.515183384576
2020,1,18,16,20563.503500000003,17890.321922289593,10073.848782685642
2020,1,18,17,21104.632400000002,17658.47486348269,9156.809081888538
2020,1,18,18,20963.917700000005,16948.864032968944,8590.788707069372
2020,1,18,19,20313.5245,16175.069863344028,8478.418216293308
2020,1,18,20,19288.1332,15446.440438733634,8796.74797333906
2020,1,18,21,17727.249999999996,14949.849460448226,9206.919814572942
2020,1,18,22,16945.705900000004,15432.477976273012,9940.170859394144
2020,1,18,23,15611.273000000005,15195.20736615076,10276.106578398485
2020,1,18,24,14583.897400000005,14940.322746798132,10035.087356666496
2020,1,19,1,13669.00459999999,14560.290826178116,9626.959379213293
2020,1,19,2,12887.352199999996,13991.604665321744,9033.509690025308
2020,1,19,3,12137.3669,13309.153017883033,8367.573567959402
