Year,Month,Day,Period,1,2,3
2020,3,13,21,17787.094799999995,15371.960644892773,12230.841190883793
2020,3,13,22,15938.0713,14540.81433291806,11744.73225855041
2020,3,13,23,15327.963899999997,14364.388403054947,11146.29981526152
2020,3,13,24,14086.665500000001,13643.488664517838,10301.538357605506
2020,3,14,1,13054.8563,12947.24508241214,9291.532518490929
2020,3,14,2,12115.536400000003,11863.3125383293,7686.554688854712
2020,3,14,3,11467.6775,11039.482999588789,6172.263150476836
2020,3,14,4,11194.331599999998,10710.813989262431,5264.468939429703
2020,3,14,5,11028.286400000003,10640.097020558313,4910.470223219864
2020,3,14,6,11133.7932,10811.471039620204,4810.667739552997
2020,3,14,7,11416.9938,11101.344062801349,4901.867031373047
2020,3,14,8,11932.3555,11665.57131758926,5445.123986083498
2020,3,14,9,12212.797100000002,11871.575554974312,6517.91256637981
2020,3,14,10,13421.242100000001,13289.035516846408,7904.517290927714
2020,3,14,11,14605.782,15474.81958640504,8680.3978734711
2020,3,14,12,16505.9811,15909.293044236309,9060.253153931877
2020,3,14,13,18413.4916,16823.95135016622,9262.122650452584
2020,3,14,14,20247.424100000004,17449.407747942056,9631.377572773341
2020,3,14,15,21649.577800000006,17793.66081674396,10037.01468499756
2020,3,14,16,22195.307500000006,17886.787577384002,10667.2351169968
2020,3,14,17,21845.6958,17476.638000135423,11031.583767639002
2020,3,14,18,21123.458300000002,16854.212857084647,11631.78906715144
2020,3,14,19,20177.408300000003,16202.560361724041,12361.199676365179
2020,3,14,20,18798.4348,15697.591171611282,13012.720505526166
2020,3,14,21,17090.071200000002,15106.150186808836,13131.305124533095
2020,3,14,22,15389.573900000003,14289.484211026665,12439.77370062811
2020,3,14,23,14901.0765,14418.116685608446,11642.4154329393
2020,3,14,24,13866.708700000001,14090.398190408387,10634.943381633202
2020,3,15,1,13017.5095,13345.916528635924,9452.401714971986
2020,3,15,2,12209.2705,12363.17171517174,7618.184723898702
2020,3,15,3,11616.017500000002,11566.169171266512,6218.491429210068
2020,3,15,4,11372.318,11228.24955661298,5483.014806058614
2020,3,15,5,11105.578,11059.992027419976,5009.323902441896
2020,3,15,6,11206.104200000002,11207.58553131126,4930.948786678835
2020,3,15,7,11499.4398,11545.190285564438,4994.26008978261
2020,3,15,8,12008.926,12122.574923400512,5483.820719704181
2020,3,15,9,12048.4591,12052.588505836358,6475.007278840742
2020,3,15,10,13146.853000000001,13249.578900083185,8122.965637458202
2020,3,15,11,14308.024099999999,15546.319941187508,8762.767932449224
2020,3,15,12,15989.0237,15939.418942734326,9081.327400186688
2020,3,15,13,17627.03709999999,16604.067499370733,9289.031186036964
2020,3,15,14,19267.248900000002,16916.244407942628,9575.066046066844
2020,3,15,15,20401.842800000002,17039.093745333823,10221.6760414379
2020,3,15,16,20846.992600000005,16980.489223226752,10761.00411563972
2020,3,15,17,20614.0999,16533.368357295367,11001.176589465156
2020,3,15,18,19933.5161,15978.546262098602,11388.81233502031
2020,3,15,19,18974.3524,15426.92432949023,11922.199360838431
2020,3,15,20,17642.3009,14920.473748880911,12414.99849635092
2020,3,15,21,16194.4574,14478.836975100348,12834.436486385935
2020,3,15,22,14696.621,13806.700811265093,12397.22826173236
2020,3,15,23,14450.4015,13906.31612216014,11682.385405632513
2020,3,15,24,13577.140599999999,13497.245642056349,10876.778937218862
2020,3,16,1,12849.178700000004,12943.371825878921,9861.330895258017
2020,3,16,2,12152.7799,11906.962911790668,8060.347184734666
2020,3,16,3,11516.417400000006,11027.3802991305,6472.173698724019
2020,3,16,4,11310.171000000002,10719.111771272692,5450.799149985173
2020,3,16,5,11333.2552,10754.736826473563,4921.457987604475
2020,3,16,6,11418.8955,10909.184577028425,4753.975368876973
2020,3,16,7,11726.3701,11199.839448123157,4752.062565226609
2020,3,16,8,12283.168899999999,11800.495287772244,5194.667625238006
2020,3,16,9,12302.092200000005,12026.318880866673,6121.381621784659
2020,3,16,10,13511.971599999999,13388.00455357951,7715.1314185303345
2020,3,16,11,14842.341800000002,15499.430013295656,8518.24700644033
2020,3,16,12,16608.1781,16044.758409643646,8937.483716447443
2020,3,16,13,18360.9761,16946.040914857465,9326.38173315106
2020,3,16,14,20062.353000000003,17606.29098269513,9850.975228779465
2020,3,16,15,21223.942800000004,18053.701956090787,10273.459177685912
2020,3,16,16,21754.518200000002,18134.67703016597,10736.48581793932
2020,3,16,17,21490.02960000001,17724.22631153839,10650.165664164102
2020,3,16,18,20650.089600000003,17127.527986095152,11270.269723564088
2020,3,16,19,19571.87390000001,16543.515723765067,11847.298386424853
2020,3,16,20,18234.2547,15998.421044185974,12417.27514204241
2020,3,16,21,16843.2864,15331.27454589528,12639.053327561298
2020,3,16,22,15101.127200000003,14503.911455690763,12195.436994609348
2020,3,16,23,14802.630500000003,14353.005606355546,11382.010869173864
2020,3,16,24,13856.856600000006,13832.023607754854,10376.248501520264
2020,3,17,1,13037.4776,13156.155847666698,9265.948811112557
2020,3,17,2,12252.0245,12070.219039804047,7593.617753544488
2020,3,17,3,11657.021000000002,11246.247053177325,6126.881038184029
2020,3,17,4,11419.883900000004,10962.985768010563,5332.36817908302
2020,3,17,5,9717.7566,9693.691574531931,4924.752344686731
2020,3,17,6,9809.187300000001,9841.50706743294,4827.043168064845
2020,3,17,7,10004.100100000001,10026.077104540884,4871.778540166829
2020,3,17,8,10428.0056,10496.63834947071,5132.960000748694
2020,3,17,9,10103.6688,10236.653863139209,5863.447364507225
2020,3,17,10,10846.215900000001,11113.04319972312,6641.162745786144
2020,3,17,11,11703.384900000001,12927.541014610284,7061.709464505829
2020,3,17,12,12541.4972,12987.95707127091,7790.633269505541
2020,3,17,13,13243.8969,13403.11955188751,8405.52714958602
2020,3,17,14,14220.247799999997,13820.22858888642,8843.300944348657
2020,3,17,15,15171.172,13989.745268095428,9307.640432228303
2020,3,17,16,16043.4508,14281.824587048468,10062.47475796727
2020,3,17,17,16338.4801,14403.68357319506,10259.477264077766
2020,3,17,18,16572.813900000005,14273.671060425078,10890.264791205233
2020,3,17,19,16245.629799999999,14191.987148591856,11652.515425765816
2020,3,17,20,15507.9744,13970.517790504851,12270.385890858008
2020,3,17,21,14659.4418,13745.243499748087,12597.71057613692
2020,3,17,22,13304.234199999999,13156.181429689987,12009.768742193424
2020,3,17,23,13132.646800000002,13247.460157527848,11480.90141181858
2020,3,17,24,12289.850900000001,12798.373288935265,10668.966343740369
2020,3,18,1,11528.505899999998,12194.09936644738,9682.93059722558
2020,3,18,2,10840.796199999999,11068.65406824656,7664.719669851795
2020,3,18,3,10221.403300000004,10232.708532131477,6082.571357294456
2020,3,18,4,9871.4606,9845.582162663593,5153.988348619303
2020,3,18,5,9116.0465,9407.894066778774,4757.610908931022
2020,3,18,6,9235.1316,9524.005695637468,4654.496995898026
2020,3,18,7,9476.8739,9824.72143240398,4654.264497004073
2020,3,18,8,9868.8659,10318.241154234362,4966.632363680781
2020,3,18,9,10417.667299999997,11002.462969823864,5790.47147132524
2020,3,18,10,11136.530699999996,11850.197150899085,6331.219886317366
2020,3,18,11,9715.644100000001,11972.967731588265,6717.8876097362245
2020,3,18,12,10568.477600000006,12123.46333014358,7416.512359395984
2020,3,18,13,12168.777800000002,12984.189607351342,8018.01883506974
2020,3,18,14,12862.495900000002,12981.655570624955,8497.40399782961
2020,3,18,15,13665.787099999996,12717.690665222692,8864.714917867183
2020,3,18,16,14356.827800000006,12765.317027480298,9709.9610441844
2020,3,18,17,14658.8454,12524.869459247748,10210.032867954884
2020,3,18,18,14806.137799999997,12401.19067707026,10974.947825215184
2020,3,18,19,14590.092600000002,12300.514098610793,11702.249348559339
2020,3,18,20,14047.1253,12211.739601727386,12118.063324975026
2020,3,18,21,13206.428999999998,11879.168543244194,12486.250275570017
2020,3,18,22,11946.243200000003,11542.506489359252,11783.700432113015
2020,3,18,23,12056.3681,12001.305267195004,11124.48580778964
2020,3,18,24,11253.8875,11735.017529498267,10274.32999272392
2020,3,19,1,10506.335700000001,11280.496077746182,9433.23162790804
2020,3,19,2,9855.3655,10437.409901168317,7613.041462085195
2020,3,19,3,9318.739100000004,9718.580321749365,6024.712120915301
2020,3,19,4,8951.1765,9381.211223168646,5076.342835180467
2020,3,19,5,11114.985699999997,10916.823943257556,4710.530305559917
2020,3,19,6,11324.680400000001,11117.6433099723,4571.883637288176
2020,3,19,7,11709.017,11547.039492587894,4567.573941111498
2020,3,19,8,12317.5743,12243.16892095223,5002.44767496694
2020,3,19,9,12288.733700000004,12281.309889486993,6005.754967939112
2020,3,19,10,13514.423500000004,13828.2244269556,7442.984158004602
2020,3,19,11,14964.7963,16186.55418548538,8293.55650464124
2020,3,19,12,16678.063299999998,16469.050876314774,8819.646578869357
2020,3,19,13,18841.137700000003,17057.71584335714,9356.072282953848
2020,3,19,14,21528.291200000003,17603.657742633364,9793.188790037424
2020,3,19,15,23496.1529,17957.780512932117,10108.396402686833
2020,3,19,16,24271.2978,18006.57551294354,10502.8849663285
2020,3,19,17,24006.387700000007,17628.4450811952,10636.270787699457
2020,3,19,18,23414.088300000003,17176.125339851107,11065.581769324144
2020,3,19,19,22302.13,16511.14782039752,11767.278739486152
2020,3,19,20,21030.972700000002,15817.36374947783,12444.996861616113
2020,3,19,21,19113.9773,15003.577331318951,12980.09073877425
2020,3,19,22,16803.729099999993,14216.30190829611,12444.043552810344
2020,3,19,23,15689.8104,14025.150522869584,11349.857775545495
2020,3,19,24,14291.4597,13500.666997038274,10442.416629065101
2020,3,20,1,13190.496499999994,12848.849122683268,9492.3241222908
2020,3,20,2,12187.163300000002,11884.843422593236,7664.532679063587
2020,3,20,3,11519.2499,11191.986271356032,6156.584074994954
2020,3,20,4,11223.956399999995,10908.76474849639,5441.410200641103
2020,3,20,5,11072.6779,10857.6786980897,4992.770847038899
2020,3,20,6,11199.0164,11019.0887870464,4835.704269293021
2020,3,20,7,11522.7898,11323.40599077242,4851.255836755728
2020,3,20,8,12059.4121,11947.129409815321,5234.729079098244
2020,3,20,9,12202.6442,12191.131089614699,6289.227169480514
2020,3,20,10,13429.5907,13918.654652444126,7661.831345685944
2020,3,20,11,14679.976799999999,15551.92517989673,8486.742218218633
2020,3,20,12,16541.2795,16200.04332143734,9002.74784340376
2020,3,20,13,18506.1693,17128.758843655018,9215.028146208682
2020,3,20,14,20718.1696,17515.903038573924,9170.359673792262
2020,3,20,15,22446.944300000003,17847.743772692582,9153.385668907564
2020,3,20,16,22810.135500000004,17874.210511025634,9019.395021723036
2020,3,20,17,22603.626900000003,17545.28967926956,8478.750720845117
2020,3,20,18,22233.6981,16929.4773026328,8192.166147620683
2020,3,20,19,20959.6196,16338.713081045484,8083.586424669925
2020,3,20,20,19492.6577,15595.68547648577,8512.172464109713
2020,3,20,21,17380.5721,14940.25271338885,8966.135850028808
2020,3,20,22,15529.981200000004,14143.043223715342,8994.198671168331
2020,3,20,23,15048.6492,14171.840051044834,9145.620148028951
2020,3,20,24,13928.904499999999,13803.457291716495,9008.30068480422
2020,3,21,1,12991.7068,13235.30490037528,8460.674194664853
2020,3,21,2,12115.736100000002,12075.911081346592,7359.275125341348
2020,3,21,3,11470.231299999994,11272.904804828659,6185.0839699559
2020,3,21,4,11193.6112,10901.775220540032,5621.201711971345
2020,3,21,5,11048.2627,10805.47210769006,5470.074107447174
2020,3,21,6,11162.7571,10913.000333797481,5646.664636023575
2020,3,21,7,11493.897000000003,11165.882048212365,5896.64645049463
2020,3,21,8,12039.5317,11680.94167583822,6658.196573217925
2020,3,21,9,12217.6417,11887.695124909442,8194.984618954793
2020,3,21,10,13422.8079,13211.243298685284,9580.479866119744
2020,3,21,11,14635.429100000001,14908.642072502967,10106.168469497632
2020,3,21,12,16445.410500000005,16031.684375584387,10024.881083738617
2020,3,21,13,18233.64,17119.490986894765,9803.64675427613
2020,3,21,14,19948.4182,17942.239527079913,9470.716472866976
2020,3,21,15,21199.2498,18273.72486307388,9186.675232246405
2020,3,21,16,21742.587100000004,18323.32278716497,8966.479670408142
2020,3,21,17,21422.681,17981.846537890167,8479.783161726069
2020,3,21,18,20366.6911,17378.879914161018,8321.397357808999
2020,3,21,19,19378.724299999998,16607.790327112492,8305.057168105473
2020,3,21,20,18130.4857,15813.466263501788,8493.710046149517
2020,3,21,21,16697.249300000003,15051.678760844457,8933.254035866956
2020,3,21,22,15349.1231,14375.855529681678,8984.463444766046
2020,3,21,23,15157.284799999998,14088.81980304402,9013.303516743521
2020,3,21,24,14103.103900000002,13934.79803174882,8923.337007509439
2020,3,22,1,13192.241700000002,13295.113706160078,8475.214218268777
2020,3,22,2,12322.872800000001,12295.052056265202,7247.348229344206
2020,3,22,3,11681.597299999996,11539.56770097454,6266.520073849984
2020,3,22,4,11385.730800000001,11153.2985718145,5886.696745017002
2020,3,22,5,11095.8264,10840.514676451496,5732.221851326717
2020,3,22,6,11178.207300000002,11021.10038154932,5873.470753585462
2020,3,22,7,11435.783300000001,11313.693686166218,6159.634739645481
2020,3,22,8,11923.6973,11819.118984972672,6856.070987791761
2020,3,22,9,12048.431,12039.178113955573,8205.49869636108
2020,3,22,10,13147.082399999998,13318.088498890203,9758.114641386952
2020,3,22,11,14247.989099999999,14554.807597384695,10062.251880281858
2020,3,22,12,15985.5457,15713.455726300725,9798.27422054398
2020,3,22,13,17612.255,16541.5887593559,9498.026497864454
2020,3,22,14,19075.9721,16931.815279523194,9252.544715967508
2020,3,22,15,19929.6148,17045.17649284867,9150.067635393865
2020,3,22,16,20298.4213,17038.507276965593,9066.247381986806
2020,3,22,17,20223.213200000002,16619.38336319404,8724.39599495615
2020,3,22,18,19601.1464,15927.697812730694,8678.084973022253
2020,3,22,19,18721.98680000001,15258.21951625042,8822.864184860033
2020,3,22,20,17668.8628,14613.735121938631,9291.134085861928
2020,3,22,21,16453.909400000004,13986.356576701775,9740.498920190365
2020,3,22,22,14898.530700000001,13479.9389880873,9585.400926117585
2020,3,22,23,14556.3164,13239.33669248219,9551.319344671692
2020,3,22,24,13615.082799999998,13332.822570072109,9274.450039490344
2020,3,23,1,12828.8678,13032.622962224905,8660.93068101756
2020,3,23,2,12065.176,12210.194749589393,7292.361273457592
2020,3,23,3,11445.716,11450.866194602691,5991.680766258692
2020,3,23,4,11226.685700000002,11261.267316306048,5306.562430418116
2020,3,23,5,11244.358699999993,11341.610669221545,5095.617111206533
2020,3,23,6,11371.962800000005,11500.488733589546,5114.950992108438
2020,3,23,7,11685.0726,11764.167562733572,5315.798030771574
2020,3,23,8,12223.5286,12335.404785258808,5930.818417034546
2020,3,23,9,12316.5075,12377.33933798581,7160.277182975624
2020,3,23,10,13513.174899999998,13699.63824289764,8605.465579360804
2020,3,23,11,14761.976100000003,15393.963809602443,9275.56272936014
2020,3,23,12,16594.398100000002,16370.820764780436,9266.355040861234
2020,3,23,13,18396.6738,17378.692343093855,9127.357607402682
2020,3,23,14,20085.330700000002,17996.773268482193,9106.2337884234
2020,3,23,15,21302.5106,18222.302787986566,9238.050725160643
2020,3,23,16,21954.4635,18213.83522049689,9320.699242514542
2020,3,23,17,21909.8414,17710.77734378936,9151.539956755312
2020,3,23,18,21422.7367,17059.80610291555,9078.509170773046
2020,3,23,19,20534.7036,16314.231603222268,9335.305809209352
2020,3,23,20,19219.2543,15680.081791180455,9859.401682432248
2020,3,23,21,17652.370000000003,15000.250672591734,10188.761675611182
2020,3,23,22,15772.475700000005,14425.552119235695,9838.561048176984
2020,3,23,23,15117.149600000002,13885.507869787352,9733.79509537798
2020,3,23,24,13947.555399999996,13973.79283128104,9328.564002855668
2020,3,24,1,13017.060899999999,13435.143265207182,8779.886009103391
2020,3,24,2,12165.844899999998,12426.563059872242,7317.172830118642
2020,3,24,3,11544.0174,11710.129760850657,6043.797605932763
2020,3,24,4,11280.537300000004,11365.794228432904,5462.200223370109
2020,3,24,5,9543.0357,10107.33680941816,5134.152203420097
2020,3,24,6,9609.617400000001,10214.036428197454,5217.866988055312
2020,3,24,7,9789.2841,10453.918709037664,5532.413605257778
2020,3,24,8,10168.0343,10930.19600950437,5943.500008356139
2020,3,24,9,10002.958700000001,10790.701120155816,6991.503659402638
2020,3,24,10,10736.505000000001,11603.40076668779,7891.328799751836
2020,3,24,11,11391.586500000001,12569.245821032478,8206.738250488237
2020,3,24,12,12233.099299999996,13286.839873338686,8409.930201723711
2020,3,24,13,12967.306900000001,13772.492306632736,8580.84072721273
2020,3,24,14,13823.311299999996,13962.39911941332,8572.888201289285
2020,3,24,15,14599.087900000002,13980.257819956894,8636.196472273314
2020,3,24,16,15294.280900000002,14130.894330833984,9008.521532630131
2020,3,24,17,15779.2345,14061.49743483229,8984.48472466548
2020,3,24,18,15995.366399999999,13909.81752213776,9729.626662520992
2020,3,24,19,15926.574099999998,13796.572072424498,10676.96545936247
2020,3,24,20,15269.542599999999,13413.330221940829,11433.757744132365
2020,3,24,21,14262.6634,13254.820297352819,11775.66559358246
2020,3,24,22,13089.353800000003,12943.1205584762,11426.536222319259
2020,3,24,23,13032.267699999999,12752.069748601054,11073.447351899325
2020,3,24,24,12212.958300000006,12968.812799239118,10430.4762421021
2020,3,25,1,11451.6586,12434.734568621434,9383.748694057153
2020,3,25,2,10767.121499999996,11471.056032729386,7619.445531545247
2020,3,25,3,10127.799400000002,10601.41609332072,6213.596292316249
2020,3,25,4,9761.4829,10269.46183745441,5381.496407663569
2020,3,25,5,8982.637499999999,9719.976533949457,5101.154773569188
2020,3,25,6,9041.712300000001,9906.082998423604,5113.061399073608
2020,3,25,7,9209.4163,10246.793373977189,5214.37959588433
2020,3,25,8,9563.1808,10779.614312053469,5630.052919018565
2020,3,25,9,10078.099000000002,11461.102579124112,6590.122226238844
2020,3,25,10,10772.699200000001,12293.287241521444,7052.801076110901
2020,3,25,11,9601.9252,11590.901217468581,7275.0419219005
2020,3,25,12,10443.886400000001,12308.120270448424,7828.605959735633
2020,3,25,13,11858.5121,13123.640607192234,8228.84411237529
2020,3,25,14,12607.880899999998,12779.419472013387,8350.832136702053
2020,3,25,15,13274.375399999999,12555.15747399586,8634.662943099718
2020,3,25,16,13783.4853,12410.999858013238,9250.813054096368
2020,3,25,17,14024.927599999999,12130.45210533737,9591.944475331484
2020,3,25,18,14078.335800000004,12101.778209224469,10103.399143366809
2020,3,25,19,13995.1436,12066.379509419858,11018.84012121577
2020,3,25,20,13597.3751,12057.462175146668,11671.457758776523
2020,3,25,21,12883.747300000005,11989.692101230949,11972.911409136666
2020,3,25,22,11850.949400000001,11612.30993986218,11399.88762283252
2020,3,25,23,11839.504200000001,11578.997071639033,10876.62610768144
2020,3,25,24,11162.2927,11989.915209743249,10125.25452215104
2020,3,26,1,10516.337200000005,11535.786889044199,9371.867726172986
2020,3,26,2,9917.3664,10796.100956647868,7661.443676016371
2020,3,26,3,9410.836699999998,10089.949938808753,6360.844533814669
2020,3,26,4,9083.883800000001,9789.367526213613,5513.911244952192
2020,3,26,5,11191.875000000005,11364.204203778174,5140.66823188681
2020,3,26,6,11359.571000000002,11657.41263456544,5084.503619064544
2020,3,26,7,11712.8712,12027.287936504226,5127.153551400696
2020,3,26,8,12350.566200000001,12833.647714124214,5671.091949394559
2020,3,26,9,12311.423499999995,12977.739448437904,6753.307439348425
2020,3,26,10,13539.7296,14406.2962585073,8223.137867195099
2020,3,26,11,14942.849300000005,15844.60222544484,8904.069373942175
2020,3,26,12,16704.4334,16780.013538837673,9240.285688404108
2020,3,26,13,18553.5982,17421.495949988337,9400.78406282224
2020,3,26,14,20447.932,17700.223709924143,9760.748517165872
2020,3,26,15,21821.390700000004,17978.60494811831,10125.6637176491
2020,3,26,16,22501.834400000003,18161.315847064292,10616.45316535964
2020,3,26,17,22322.337700000004,17812.84650406972,10874.989512137889
2020,3,26,18,21777.846900000004,17326.245718551025,11098.94649174151
2020,3,26,19,20775.806800000002,16584.027772395577,11740.65530377238
2020,3,26,20,19455.8097,15890.7871173245,12329.352669225305
2020,3,26,21,17921.199799999995,15137.999462571479,12683.77851065182
2020,3,26,22,15939.540699999998,14289.28960954019,12360.113801371921
2020,3,26,23,15226.6079,13463.671416540325,11711.824278220101
2020,3,26,24,13923.5813,13441.144118698949,10743.643223537601
2020,3,27,1,12948.0454,12853.122162820562,9897.482006969749
2020,3,27,2,12112.5807,11822.505556608596,7828.087515708226
2020,3,27,3,11506.766800000001,11003.300730298108,6382.286206287274
2020,3,27,4,11255.9377,10751.24067555581,5700.413234757758
2020,3,27,5,11167.459899999996,10747.839675904057,5247.23198857564
2020,3,27,6,11320.5257,10984.667542774385,5135.217618758254
2020,3,27,7,11672.4132,11334.795977879648,5265.292790568473
2020,3,27,8,12217.6254,12005.81564575648,5775.046593315077
2020,3,27,9,12251.248399999999,12219.77208251002,6856.458908930495
2020,3,27,10,13452.602700000001,13689.82337064815,8280.38410176989
2020,3,27,11,14678.140900000002,15117.09476566774,8868.980531579382
2020,3,27,12,16577.488699999998,16136.909991293043,9135.48108186536
2020,3,27,13,18667.9286,16907.259952529257,9593.777712827909
2020,3,27,14,20760.5224,17544.712924572374,10036.366632857926
2020,3,27,15,22412.192300000002,18122.91277275241,10558.428012995731
2020,3,27,16,23226.135800000004,18452.97096210584,10830.987082926673
2020,3,27,17,23182.2501,18355.332855059878,10590.87782888414
2020,3,27,18,22425.221,17966.897982237213,10437.575726289451
2020,3,27,19,21487.602700000003,17414.58615273078,10199.898534576902
2020,3,27,20,20209.611900000004,16785.222205842954,10440.778602147724
2020,3,27,21,18542.469,16099.20804078038,10798.14636161253
2020,3,27,22,16388.4238,14962.555606776727,10634.51079663163
2020,3,27,23,15456.4349,13764.91844526186,10444.0136613683
2020,3,27,24,14093.915999999997,13348.129367281788,10055.976316030205
2020,3,28,1,13020.2708,12467.866534378438,9344.44756864035
2020,3,28,2,12067.79,11395.353885783312,7872.77534551934
2020,3,28,3,11436.5962,10640.20185858584,6460.500265324546
2020,3,28,4,11149.7351,10371.891096323749,5411.928297444692
2020,3,28,5,10999.415,10332.343176670882,5113.140592634922
2020,3,28,6,11101.782300000004,10532.554267413194,5038.626109268008
2020,3,28,7,11409.0938,10869.916201660551,5126.910841343732
2020,3,28,8,11961.4678,11553.780554284182,5591.706917033375
2020,3,28,9,12177.202899999998,11819.092704302784,6596.271473477407
2020,3,28,10,13392.245300000002,13235.4305035722,8061.040346440448
2020,3,28,11,14580.195500000005,14670.033001480619,8779.778785779166
2020,3,28,12,16471.81969999999,15717.375912570204,9147.22558626285
2020,3,28,13,18508.4177,16693.362912067947,9233.112346063028
2020,3,28,14,20792.959800000004,17739.661143767556,9125.43749377598
2020,3,28,15,22644.178400000004,18534.50621471876,9100.849468120206
2020,3,28,16,23405.287,19056.732887729664,9060.291700292904
2020,3,28,17,23369.2542,19120.68639192872,8500.85942674382
2020,3,28,18,22878.2148,18886.3271269161,8230.630315964312
2020,3,28,19,22200.984600000007,18482.619871729345,8475.48561908276
2020,3,28,20,20882.873400000004,18002.422703610362,9180.6500523344
2020,3,28,21,19045.613500000003,17204.247982815818,9814.08874806592
2020,3,28,22,16816.1996,16118.4350583216,9859.099445125288
2020,3,28,23,15789.9879,14618.364214872054,9607.746956003974
2020,3,28,24,14255.041100000002,13893.220087257389,9220.70706092
2020,3,29,1,13124.7157,12721.981833302712,8628.966780012428
2020,3,29,2,12099.3744,11352.423887107409,7206.480379770346
2020,3,29,3,11402.466700000004,10488.879037944673,6114.7223282216555
2020,3,29,4,11059.9973,10115.34535359026,5481.329752440274
2020,3,29,5,10751.62,9881.244478726509,5226.224729221878
2020,3,29,6,10842.6279,9985.9879783242,5270.843291228152
2020,3,29,7,11142.9986,10283.70627164934,5404.937666984313
2020,3,29,8,11654.677800000001,10851.75156882856,6017.526488353255
2020,3,29,9,11897.3871,11226.148026869152,7175.057754186253
2020,3,29,10,13006.520100000002,12522.107585188183,8575.511674988215
2020,3,29,11,14015.616900000003,13753.992845077319,9067.383361069098
2020,3,29,12,15834.548899999998,14845.366080341664,9220.999089007344
2020,3,29,13,17788.414499999995,15744.70101927231,9345.18351532729
2020,3,29,14,19988.7088,16839.356386363575,9555.185783532546
2020,3,29,15,21705.655300000002,17832.48958210926,9748.289254949452
2020,3,29,16,22293.052,18519.77265200436,10036.102438776748
2020,3,29,17,22203.735300000004,18654.35045980685,10116.6431244386
2020,3,29,18,22041.7273,18610.10760568656,10368.632099248945
2020,3,29,19,21447.949500000002,18320.7684445934,10851.784731146297
2020,3,29,20,20337.377900000003,17660.642173619904,11521.16285177177
2020,3,29,21,18720.2563,16996.988311788984,11865.486183360908
2020,3,29,22,16603.7228,15750.569167280293,11634.142761962748
2020,3,29,23,15603.3489,14277.034953477298,11077.513013884529
2020,3,29,24,14127.992400000003,13583.314495852224,10265.592609779982
2020,3,30,1,12976.902199999999,12514.174004605213,9439.46412871035
2020,3,30,2,12003.5961,11233.427139649975,7844.294177712263
2020,3,30,3,11230.241199999999,10313.626516499484,6329.61730500685
2020,3,30,4,10893.1702,9875.633554587164,5476.945106859119
2020,3,30,5,10825.9662,9903.724808823561,5168.991516865755
2020,3,30,6,10883.0962,10078.542551979592,5158.319468502087
2020,3,30,7,11159.5648,10376.745006336068,5197.525767525202
2020,3,30,8,11710.6259,10992.792154504403,5709.478837228733
2020,3,30,9,12098.0571,11412.04358126794,6709.748896737536
2020,3,30,10,13312.760900000001,12774.822862025108,8066.233737921206
2020,3,30,11,14411.3101,13972.495197931428,8698.086103578282
2020,3,30,12,16470.5548,15289.797432543583,8999.335121307357
2020,3,30,13,18819.2602,16603.03579834574,9259.524835322134
2020,3,30,14,21508.6895,17748.006681576877,9560.470314307353
2020,3,30,15,23483.077700000005,18816.32659080392,9915.7414816868
2020,3,30,16,24508.654900000005,19430.055834034265,10226.41960211112
2020,3,30,17,24554.6284,19455.960747665962,10287.34146888314
2020,3,30,18,24348.93019999999,19310.88491535403,10340.224025040938
2020,3,30,19,23423.454800000003,18875.81899083008,10741.099863799116
2020,3,30,20,21904.0668,18303.566494940747,10656.30545325086
2020,3,30,21,19814.3449,17383.094397280187,9772.94101736686
2020,3,30,22,17380.2609,16059.149747970536,9565.298189673651
2020,3,30,23,16119.415399999998,14698.967984287963,9526.68920998728
2020,3,30,24,14593.618,14026.73279034108,9260.701372187685
2020,3,31,1,13384.827899999998,12701.665519551972,8540.513669739736
2020,3,31,2,12295.641599999995,11408.91178742908,7133.2010186108255
2020,3,31,3,11531.074700000001,10496.553523034156,5989.64794632583
2020,3,31,4,11114.7808,10045.1431363325,5375.981590304422
2020,3,31,5,9209.0143,8761.487683747275,4975.865406762488
2020,3,31,6,9170.4071,8881.756050038985,5004.965657505594
2020,3,31,7,9311.8218,9079.181125153662,5082.557785051522
2020,3,31,8,9684.1648,9542.03287306657,5426.603866813265
2020,3,31,9,9815.580100000001,9698.006564864065,6441.166008836794
2020,3,31,10,10547.252999999999,10507.544118652444,7151.343466404628
2020,3,31,11,11033.3549,11412.110299063825,7451.537598067535
2020,3,31,12,12012.4855,12146.535687864432,8014.015979436546
2020,3,31,13,12950.9302,12621.265135755391,8404.463979978957
2020,3,31,14,14324.000399999999,13066.593508080166,8356.561185663946
2020,3,31,15,15687.253500000006,13759.772986551494,8103.339146820207
2020,3,31,16,16895.593100000006,14665.05180461584,8162.982660984513
2020,3,31,17,17828.068500000005,15101.037958679302,7725.456294405417
2020,3,31,18,18374.0523,15371.64587486169,7715.075549218059
2020,3,31,19,18231.5494,15661.899578841829,7883.955995084484
2020,3,31,20,17291.686900000004,15560.48284291096,8053.971692256554
2020,3,31,21,15651.7601,15007.723433218152,8420.288349301847
2020,3,31,22,14129.574999999995,13995.278095939279,8431.091465745156
2020,3,31,23,13642.087800000001,12859.059755331833,8951.177277299172
2020,3,31,24,12495.333100000002,12463.93084854482,8923.32132730631
2020,4,1,1,11519.2128,11486.863117602574,8489.89006191807
